Id;Email;Intereses
968;javier.gil+ejercicio968@nateevo.com;Valencia
969;javier.gil+ejercicio969@nateevo.com;Valencia
970;javier.gil+ejercicio970@nateevo.com;Girona
971;javier.gil+ejercicio971@nateevo.com;Rayo Vallecano
972;javier.gil+ejercicio972@nateevo.com;Athletic Club
973;javier.gil+ejercicio973@nateevo.com;Rayo Vallecano
974;javier.gil+ejercicio974@nateevo.com;Villarreal
975;javier.gil+ejercicio975@nateevo.com;Villarreal
976;javier.gil+ejercicio976@nateevo.com;Celta de Vigo
977;javier.gil+ejercicio977@nateevo.com;Osasuna
978;javier.gil+ejercicio978@nateevo.com;Real Betis
979;javier.gil+ejercicio979@nateevo.com;Real Sociedad
980;javier.gil+ejercicio980@nateevo.com;Granada
981;javier.gil+ejercicio981@nateevo.com;Valencia
982;javier.gil+ejercicio982@nateevo.com;Granada
983;javier.gil+ejercicio983@nateevo.com;Real Betis
984;javier.gil+ejercicio984@nateevo.com;Girona
985;javier.gil+ejercicio985@nateevo.com;Almeria
986;javier.gil+ejercicio986@nateevo.com;Real Sociedad
987;javier.gil+ejercicio987@nateevo.com;Getafe
988;javier.gil+ejercicio988@nateevo.com;Cadiz
989;javier.gil+ejercicio989@nateevo.com;Cadiz
990;javier.gil+ejercicio990@nateevo.com;Granada
991;javier.gil+ejercicio991@nateevo.com;Getafe
992;javier.gil+ejercicio992@nateevo.com;Almeria
993;javier.gil+ejercicio993@nateevo.com;Granada
994;javier.gil+ejercicio994@nateevo.com;Deportivo Alaves
995;javier.gil+ejercicio995@nateevo.com;Atletico de Madrid
996;javier.gil+ejercicio996@nateevo.com;Girona
997;javier.gil+ejercicio997@nateevo.com;Real Sociedad
998;javier.gil+ejercicio998@nateevo.com;Villarreal
999;javier.gil+ejercicio999@nateevo.com;Real Madrid
1000;javier.gil+ejercicio1000@nateevo.com;Real Mallorca
1001;javier.gil+ejercicio1001@nateevo.com;Real Mallorca
1002;javier.gil+ejercicio1002@nateevo.com;Girona
1003;javier.gil+ejercicio1003@nateevo.com;Girona
1004;javier.gil+ejercicio1004@nateevo.com;Real Mallorca
1005;javier.gil+ejercicio1005@nateevo.com;Atletico de Madrid
1006;javier.gil+ejercicio1006@nateevo.com;Rayo Vallecano
1007;javier.gil+ejercicio1007@nateevo.com;Girona
1008;javier.gil+ejercicio1008@nateevo.com;Girona
1009;javier.gil+ejercicio1009@nateevo.com;Real Madrid
1010;javier.gil+ejercicio1010@nateevo.com;Deportivo Alaves
1011;javier.gil+ejercicio1011@nateevo.com;Rayo Vallecano
1012;javier.gil+ejercicio1012@nateevo.com;Sevilla
1013;javier.gil+ejercicio1013@nateevo.com;Real Mallorca
1014;javier.gil+ejercicio1014@nateevo.com;Girona
1015;javier.gil+ejercicio1015@nateevo.com;Atletico de Madrid
1016;javier.gil+ejercicio1016@nateevo.com;Valencia
1017;javier.gil+ejercicio1017@nateevo.com;FC Barcelona
1018;javier.gil+ejercicio1018@nateevo.com;Atletico de Madrid
1019;javier.gil+ejercicio1019@nateevo.com;Las Palmas
1020;javier.gil+ejercicio1020@nateevo.com;Rayo Vallecano
1021;javier.gil+ejercicio1021@nateevo.com;Cadiz
1022;javier.gil+ejercicio1022@nateevo.com;Rayo Vallecano
1023;javier.gil+ejercicio1023@nateevo.com;Rayo Vallecano
1024;javier.gil+ejercicio1024@nateevo.com;Villarreal
1025;javier.gil+ejercicio1025@nateevo.com;Girona
1026;javier.gil+ejercicio1026@nateevo.com;Girona
1027;javier.gil+ejercicio1027@nateevo.com;Atletico de Madrid
1028;javier.gil+ejercicio1028@nateevo.com;FC Barcelona
1029;javier.gil+ejercicio1029@nateevo.com;Rayo Vallecano
1030;javier.gil+ejercicio1030@nateevo.com;Rayo Vallecano
1031;javier.gil+ejercicio1031@nateevo.com;Deportivo Alaves
1032;javier.gil+ejercicio1032@nateevo.com;Real Madrid
1033;javier.gil+ejercicio1033@nateevo.com;Celta de Vigo
1034;javier.gil+ejercicio1034@nateevo.com;Real Sociedad
1035;javier.gil+ejercicio1035@nateevo.com;Cadiz
1036;javier.gil+ejercicio1036@nateevo.com;Real Mallorca
1037;javier.gil+ejercicio1037@nateevo.com;Atletico de Madrid
1038;javier.gil+ejercicio1038@nateevo.com;FC Barcelona
1039;javier.gil+ejercicio1039@nateevo.com;Athletic Club
1040;javier.gil+ejercicio1040@nateevo.com;Deportivo Alaves
1041;javier.gil+ejercicio1041@nateevo.com;Villarreal
1042;javier.gil+ejercicio1042@nateevo.com;Real Mallorca
1043;javier.gil+ejercicio1043@nateevo.com;Las Palmas
1044;javier.gil+ejercicio1044@nateevo.com;Real Madrid
1045;javier.gil+ejercicio1045@nateevo.com;Rayo Vallecano
1046;javier.gil+ejercicio1046@nateevo.com;Valencia
1047;javier.gil+ejercicio1047@nateevo.com;Rayo Vallecano
1048;javier.gil+ejercicio1048@nateevo.com;Deportivo Alaves
1049;javier.gil+ejercicio1049@nateevo.com;Osasuna
1050;javier.gil+ejercicio1050@nateevo.com;Real Madrid
1051;javier.gil+ejercicio1051@nateevo.com;Deportivo Alaves
1052;javier.gil+ejercicio1052@nateevo.com;Girona
1053;javier.gil+ejercicio1053@nateevo.com;Real Madrid
1054;javier.gil+ejercicio1054@nateevo.com;Rayo Vallecano
1055;javier.gil+ejercicio1055@nateevo.com;Valencia
1056;javier.gil+ejercicio1056@nateevo.com;Real Betis
1057;javier.gil+ejercicio1057@nateevo.com;Las Palmas
1058;javier.gil+ejercicio1058@nateevo.com;Sevilla
1059;javier.gil+ejercicio1059@nateevo.com;Rayo Vallecano
1060;javier.gil+ejercicio1060@nateevo.com;Cadiz
1061;javier.gil+ejercicio1061@nateevo.com;FC Barcelona
1062;javier.gil+ejercicio1062@nateevo.com;FC Barcelona
1063;javier.gil+ejercicio1063@nateevo.com;Real Madrid
1064;javier.gil+ejercicio1064@nateevo.com;FC Barcelona
1065;javier.gil+ejercicio1065@nateevo.com;Athletic Club
1066;javier.gil+ejercicio1066@nateevo.com;Deportivo Alaves
1067;javier.gil+ejercicio1067@nateevo.com;Valencia
1068;javier.gil+ejercicio1068@nateevo.com;Villarreal
1069;javier.gil+ejercicio1069@nateevo.com;Girona
1070;javier.gil+ejercicio1070@nateevo.com;Sevilla
1071;javier.gil+ejercicio1071@nateevo.com;Real Mallorca
1072;javier.gil+ejercicio1072@nateevo.com;Getafe
1073;javier.gil+ejercicio1073@nateevo.com;Osasuna
1074;javier.gil+ejercicio1074@nateevo.com;Rayo Vallecano
1075;javier.gil+ejercicio1075@nateevo.com;Real Madrid
1076;javier.gil+ejercicio1076@nateevo.com;Real Betis
1077;javier.gil+ejercicio1077@nateevo.com;FC Barcelona
1078;javier.gil+ejercicio1078@nateevo.com;Real Madrid
1079;javier.gil+ejercicio1079@nateevo.com;Real Betis
1080;javier.gil+ejercicio1080@nateevo.com;Real Madrid
1081;javier.gil+ejercicio1081@nateevo.com;FC Barcelona
1082;javier.gil+ejercicio1082@nateevo.com;Rayo Vallecano
1083;javier.gil+ejercicio1083@nateevo.com;Athletic Club
1084;javier.gil+ejercicio1084@nateevo.com;Osasuna
1085;javier.gil+ejercicio1085@nateevo.com;Granada
1086;javier.gil+ejercicio1086@nateevo.com;Real Sociedad
1087;javier.gil+ejercicio1087@nateevo.com;Girona
1088;javier.gil+ejercicio1088@nateevo.com;Granada
1089;javier.gil+ejercicio1089@nateevo.com;Celta de Vigo
1090;javier.gil+ejercicio1090@nateevo.com;Real Sociedad
1091;javier.gil+ejercicio1091@nateevo.com;Las Palmas
1092;javier.gil+ejercicio1092@nateevo.com;Real Sociedad
1093;javier.gil+ejercicio1093@nateevo.com;Girona
1094;javier.gil+ejercicio1094@nateevo.com;FC Barcelona
1095;javier.gil+ejercicio1095@nateevo.com;Deportivo Alaves
1096;javier.gil+ejercicio1096@nateevo.com;Rayo Vallecano
1097;javier.gil+ejercicio1097@nateevo.com;Almeria
1098;javier.gil+ejercicio1098@nateevo.com;Sevilla
1099;javier.gil+ejercicio1099@nateevo.com;Celta de Vigo
1100;javier.gil+ejercicio1100@nateevo.com;Osasuna
1101;javier.gil+ejercicio1101@nateevo.com;Las Palmas
1102;javier.gil+ejercicio1102@nateevo.com;Sevilla
1103;javier.gil+ejercicio1103@nateevo.com;Real Mallorca
1104;javier.gil+ejercicio1104@nateevo.com;Cadiz
1105;javier.gil+ejercicio1105@nateevo.com;Getafe
1106;javier.gil+ejercicio1106@nateevo.com;Granada
1107;javier.gil+ejercicio1107@nateevo.com;Girona
1108;javier.gil+ejercicio1108@nateevo.com;Real Betis
1109;javier.gil+ejercicio1109@nateevo.com;Real Sociedad
1110;javier.gil+ejercicio1110@nateevo.com;Atletico de Madrid
1111;javier.gil+ejercicio1111@nateevo.com;FC Barcelona
1112;javier.gil+ejercicio1112@nateevo.com;Sevilla
1113;javier.gil+ejercicio1113@nateevo.com;Sevilla
1114;javier.gil+ejercicio1114@nateevo.com;Real Madrid
1115;javier.gil+ejercicio1115@nateevo.com;Granada
1116;javier.gil+ejercicio1116@nateevo.com;Granada
1117;javier.gil+ejercicio1117@nateevo.com;FC Barcelona
1118;javier.gil+ejercicio1118@nateevo.com;Sevilla
1119;javier.gil+ejercicio1119@nateevo.com;Real Betis
1120;javier.gil+ejercicio1120@nateevo.com;Las Palmas
1121;javier.gil+ejercicio1121@nateevo.com;Almeria
1122;javier.gil+ejercicio1122@nateevo.com;Athletic Club
1123;javier.gil+ejercicio1123@nateevo.com;Sevilla
1124;javier.gil+ejercicio1124@nateevo.com;FC Barcelona
1125;javier.gil+ejercicio1125@nateevo.com;Girona
1126;javier.gil+ejercicio1126@nateevo.com;Deportivo Alaves
1127;javier.gil+ejercicio1127@nateevo.com;Valencia
1128;javier.gil+ejercicio1128@nateevo.com;Rayo Vallecano
1129;javier.gil+ejercicio1129@nateevo.com;Osasuna
1130;javier.gil+ejercicio1130@nateevo.com;Getafe
1131;javier.gil+ejercicio1131@nateevo.com;Valencia
1132;javier.gil+ejercicio1132@nateevo.com;Atletico de Madrid
1133;javier.gil+ejercicio1133@nateevo.com;Valencia
1134;javier.gil+ejercicio1134@nateevo.com;Cadiz
1135;javier.gil+ejercicio1135@nateevo.com;Real Sociedad
1136;javier.gil+ejercicio1136@nateevo.com;Osasuna
1137;javier.gil+ejercicio1137@nateevo.com;Athletic Club
1138;javier.gil+ejercicio1138@nateevo.com;FC Barcelona
1139;javier.gil+ejercicio1139@nateevo.com;Atletico de Madrid
1140;javier.gil+ejercicio1140@nateevo.com;Atletico de Madrid
1141;javier.gil+ejercicio1141@nateevo.com;Getafe
1142;javier.gil+ejercicio1142@nateevo.com;Cadiz
1143;javier.gil+ejercicio1143@nateevo.com;Cadiz
1144;javier.gil+ejercicio1144@nateevo.com;Valencia
1145;javier.gil+ejercicio1145@nateevo.com;Real Sociedad
1146;javier.gil+ejercicio1146@nateevo.com;Valencia
1147;javier.gil+ejercicio1147@nateevo.com;Granada
1148;javier.gil+ejercicio1148@nateevo.com;Atletico de Madrid
1149;javier.gil+ejercicio1149@nateevo.com;Sevilla
1150;javier.gil+ejercicio1150@nateevo.com;Atletico de Madrid
1151;javier.gil+ejercicio1151@nateevo.com;Osasuna
1152;javier.gil+ejercicio1152@nateevo.com;Atletico de Madrid
1153;javier.gil+ejercicio1153@nateevo.com;Osasuna
1154;javier.gil+ejercicio1154@nateevo.com;Villarreal
1155;javier.gil+ejercicio1155@nateevo.com;Almeria
1156;javier.gil+ejercicio1156@nateevo.com;Cadiz
1157;javier.gil+ejercicio1157@nateevo.com;Girona
1158;javier.gil+ejercicio1158@nateevo.com;Sevilla
1159;javier.gil+ejercicio1159@nateevo.com;Villarreal
1160;javier.gil+ejercicio1160@nateevo.com;Villarreal
1161;javier.gil+ejercicio1161@nateevo.com;Valencia
1162;javier.gil+ejercicio1162@nateevo.com;Getafe
1163;javier.gil+ejercicio1163@nateevo.com;Deportivo Alaves
1164;javier.gil+ejercicio1164@nateevo.com;Deportivo Alaves
1165;javier.gil+ejercicio1165@nateevo.com;Deportivo Alaves
1166;javier.gil+ejercicio1166@nateevo.com;Real Mallorca
1167;javier.gil+ejercicio1167@nateevo.com;Deportivo Alaves
1168;javier.gil+ejercicio1168@nateevo.com;Getafe
1169;javier.gil+ejercicio1169@nateevo.com;Osasuna
1170;javier.gil+ejercicio1170@nateevo.com;Villarreal
1171;javier.gil+ejercicio1171@nateevo.com;Athletic Club
1172;javier.gil+ejercicio1172@nateevo.com;Granada
1173;javier.gil+ejercicio1173@nateevo.com;Almeria
1174;javier.gil+ejercicio1174@nateevo.com;Rayo Vallecano
1175;javier.gil+ejercicio1175@nateevo.com;Real Madrid
1176;javier.gil+ejercicio1176@nateevo.com;Osasuna
1177;javier.gil+ejercicio1177@nateevo.com;Sevilla
1178;javier.gil+ejercicio1178@nateevo.com;Valencia
1179;javier.gil+ejercicio1179@nateevo.com;Sevilla
1180;javier.gil+ejercicio1180@nateevo.com;Osasuna
1181;javier.gil+ejercicio1181@nateevo.com;Sevilla
1182;javier.gil+ejercicio1182@nateevo.com;Rayo Vallecano
1183;javier.gil+ejercicio1183@nateevo.com;Rayo Vallecano
1184;javier.gil+ejercicio1184@nateevo.com;Cadiz
1185;javier.gil+ejercicio1185@nateevo.com;Villarreal
1186;javier.gil+ejercicio1186@nateevo.com;FC Barcelona
1187;javier.gil+ejercicio1187@nateevo.com;Celta de Vigo
1188;javier.gil+ejercicio1188@nateevo.com;Villarreal
1189;javier.gil+ejercicio1189@nateevo.com;Athletic Club
1190;javier.gil+ejercicio1190@nateevo.com;Athletic Club
1191;javier.gil+ejercicio1191@nateevo.com;Real Mallorca
1192;javier.gil+ejercicio1192@nateevo.com;Getafe
1193;javier.gil+ejercicio1193@nateevo.com;Real Sociedad
1194;javier.gil+ejercicio1194@nateevo.com;Villarreal
1195;javier.gil+ejercicio1195@nateevo.com;Rayo Vallecano
1196;javier.gil+ejercicio1196@nateevo.com;Real Sociedad
1197;javier.gil+ejercicio1197@nateevo.com;Deportivo Alaves
1198;javier.gil+ejercicio1198@nateevo.com;Almeria
1199;javier.gil+ejercicio1199@nateevo.com;Villarreal
1200;javier.gil+ejercicio1200@nateevo.com;Real Mallorca
1201;javier.gil+ejercicio1201@nateevo.com;Villarreal
1202;javier.gil+ejercicio1202@nateevo.com;Villarreal
1203;javier.gil+ejercicio1203@nateevo.com;Rayo Vallecano
1204;javier.gil+ejercicio1204@nateevo.com;Real Madrid
1205;javier.gil+ejercicio1205@nateevo.com;Real Mallorca
1206;javier.gil+ejercicio1206@nateevo.com;Sevilla
1207;javier.gil+ejercicio1207@nateevo.com;Real Mallorca
1208;javier.gil+ejercicio1208@nateevo.com;Athletic Club
1209;javier.gil+ejercicio1209@nateevo.com;Real Mallorca
1210;javier.gil+ejercicio1210@nateevo.com;Getafe
1211;javier.gil+ejercicio1211@nateevo.com;Celta de Vigo
1212;javier.gil+ejercicio1212@nateevo.com;Cadiz
1213;javier.gil+ejercicio1213@nateevo.com;Real Sociedad
1214;javier.gil+ejercicio1214@nateevo.com;Deportivo Alaves
1215;javier.gil+ejercicio1215@nateevo.com;Real Mallorca
1216;javier.gil+ejercicio1216@nateevo.com;Atletico de Madrid
1217;javier.gil+ejercicio1217@nateevo.com;Real Sociedad
1218;javier.gil+ejercicio1218@nateevo.com;Deportivo Alaves
1219;javier.gil+ejercicio1219@nateevo.com;Real Betis
1220;javier.gil+ejercicio1220@nateevo.com;Almeria
1221;javier.gil+ejercicio1221@nateevo.com;Sevilla
1222;javier.gil+ejercicio1222@nateevo.com;Valencia
1223;javier.gil+ejercicio1223@nateevo.com;Athletic Club
1224;javier.gil+ejercicio1224@nateevo.com;Real Madrid
1225;javier.gil+ejercicio1225@nateevo.com;Villarreal
1226;javier.gil+ejercicio1226@nateevo.com;Valencia
1227;javier.gil+ejercicio1227@nateevo.com;Las Palmas
1228;javier.gil+ejercicio1228@nateevo.com;Deportivo Alaves
1229;javier.gil+ejercicio1229@nateevo.com;Las Palmas
1230;javier.gil+ejercicio1230@nateevo.com;FC Barcelona
1231;javier.gil+ejercicio1231@nateevo.com;Real Madrid
1232;javier.gil+ejercicio1232@nateevo.com;Real Madrid
1233;javier.gil+ejercicio1233@nateevo.com;Girona
1234;javier.gil+ejercicio1234@nateevo.com;Deportivo Alaves
1235;javier.gil+ejercicio1235@nateevo.com;Rayo Vallecano
1236;javier.gil+ejercicio1236@nateevo.com;FC Barcelona
1237;javier.gil+ejercicio1237@nateevo.com;Celta de Vigo
1238;javier.gil+ejercicio1238@nateevo.com;Sevilla
1239;javier.gil+ejercicio1239@nateevo.com;Rayo Vallecano
1240;javier.gil+ejercicio1240@nateevo.com;Real Sociedad
1241;javier.gil+ejercicio1241@nateevo.com;Deportivo Alaves
1242;javier.gil+ejercicio1242@nateevo.com;Rayo Vallecano
1243;javier.gil+ejercicio1243@nateevo.com;Deportivo Alaves
1244;javier.gil+ejercicio1244@nateevo.com;Celta de Vigo
1245;javier.gil+ejercicio1245@nateevo.com;Athletic Club
1246;javier.gil+ejercicio1246@nateevo.com;Sevilla
1247;javier.gil+ejercicio1247@nateevo.com;Las Palmas
1248;javier.gil+ejercicio1248@nateevo.com;Valencia
1249;javier.gil+ejercicio1249@nateevo.com;Rayo Vallecano
1250;javier.gil+ejercicio1250@nateevo.com;Valencia
1251;javier.gil+ejercicio1251@nateevo.com;Osasuna
1252;javier.gil+ejercicio1252@nateevo.com;Deportivo Alaves
1253;javier.gil+ejercicio1253@nateevo.com;Las Palmas
1254;javier.gil+ejercicio1254@nateevo.com;FC Barcelona
1255;javier.gil+ejercicio1255@nateevo.com;Atletico de Madrid
1256;javier.gil+ejercicio1256@nateevo.com;Osasuna
1257;javier.gil+ejercicio1257@nateevo.com;Getafe
1258;javier.gil+ejercicio1258@nateevo.com;Osasuna
1259;javier.gil+ejercicio1259@nateevo.com;Osasuna
1260;javier.gil+ejercicio1260@nateevo.com;Almeria
1261;javier.gil+ejercicio1261@nateevo.com;FC Barcelona
1262;javier.gil+ejercicio1262@nateevo.com;Getafe
1263;javier.gil+ejercicio1263@nateevo.com;Sevilla
1264;javier.gil+ejercicio1264@nateevo.com;Cadiz
1265;javier.gil+ejercicio1265@nateevo.com;Valencia
1266;javier.gil+ejercicio1266@nateevo.com;Real Mallorca
1267;javier.gil+ejercicio1267@nateevo.com;Getafe
1268;javier.gil+ejercicio1268@nateevo.com;Granada
1269;javier.gil+ejercicio1269@nateevo.com;Valencia
1270;javier.gil+ejercicio1270@nateevo.com;Getafe
1271;javier.gil+ejercicio1271@nateevo.com;Atletico de Madrid
1272;javier.gil+ejercicio1272@nateevo.com;Rayo Vallecano
1273;javier.gil+ejercicio1273@nateevo.com;Atletico de Madrid
1274;javier.gil+ejercicio1274@nateevo.com;Osasuna
1275;javier.gil+ejercicio1275@nateevo.com;Las Palmas
1276;javier.gil+ejercicio1276@nateevo.com;Deportivo Alaves
1277;javier.gil+ejercicio1277@nateevo.com;Cadiz
1278;javier.gil+ejercicio1278@nateevo.com;Cadiz
1279;javier.gil+ejercicio1279@nateevo.com;Real Sociedad
1280;javier.gil+ejercicio1280@nateevo.com;Rayo Vallecano
1281;javier.gil+ejercicio1281@nateevo.com;Granada
1282;javier.gil+ejercicio1282@nateevo.com;Las Palmas
1283;javier.gil+ejercicio1283@nateevo.com;Athletic Club
1284;javier.gil+ejercicio1284@nateevo.com;Celta de Vigo
1285;javier.gil+ejercicio1285@nateevo.com;Girona
1286;javier.gil+ejercicio1286@nateevo.com;Villarreal
1287;javier.gil+ejercicio1287@nateevo.com;Osasuna
1288;javier.gil+ejercicio1288@nateevo.com;Real Mallorca
1289;javier.gil+ejercicio1289@nateevo.com;Atletico de Madrid
1290;javier.gil+ejercicio1290@nateevo.com;Atletico de Madrid
1291;javier.gil+ejercicio1291@nateevo.com;Osasuna
1292;javier.gil+ejercicio1292@nateevo.com;Sevilla
1293;javier.gil+ejercicio1293@nateevo.com;Cadiz
1294;javier.gil+ejercicio1294@nateevo.com;Real Betis
1295;javier.gil+ejercicio1295@nateevo.com;Celta de Vigo
1296;javier.gil+ejercicio1296@nateevo.com;Athletic Club
1297;javier.gil+ejercicio1297@nateevo.com;Las Palmas
1298;javier.gil+ejercicio1298@nateevo.com;Real Madrid
1299;javier.gil+ejercicio1299@nateevo.com;Almeria
1300;javier.gil+ejercicio1300@nateevo.com;Deportivo Alaves
1301;javier.gil+ejercicio1301@nateevo.com;Cadiz
1302;javier.gil+ejercicio1302@nateevo.com;Atletico de Madrid
1303;javier.gil+ejercicio1303@nateevo.com;Granada
1304;javier.gil+ejercicio1304@nateevo.com;Celta de Vigo
1305;javier.gil+ejercicio1305@nateevo.com;Athletic Club
1306;javier.gil+ejercicio1306@nateevo.com;Real Sociedad
1307;javier.gil+ejercicio1307@nateevo.com;Las Palmas
1308;javier.gil+ejercicio1308@nateevo.com;Getafe
1309;javier.gil+ejercicio1309@nateevo.com;Getafe
1310;javier.gil+ejercicio1310@nateevo.com;Osasuna
1311;javier.gil+ejercicio1311@nateevo.com;Valencia
1312;javier.gil+ejercicio1312@nateevo.com;FC Barcelona
1313;javier.gil+ejercicio1313@nateevo.com;Rayo Vallecano
1314;javier.gil+ejercicio1314@nateevo.com;Real Mallorca
1315;javier.gil+ejercicio1315@nateevo.com;Real Mallorca
1316;javier.gil+ejercicio1316@nateevo.com;Valencia
1317;javier.gil+ejercicio1317@nateevo.com;Villarreal
1318;javier.gil+ejercicio1318@nateevo.com;Real Betis
1319;javier.gil+ejercicio1319@nateevo.com;Celta de Vigo
1320;javier.gil+ejercicio1320@nateevo.com;FC Barcelona
1321;javier.gil+ejercicio1321@nateevo.com;Granada
1322;javier.gil+ejercicio1322@nateevo.com;Deportivo Alaves
1323;javier.gil+ejercicio1323@nateevo.com;Deportivo Alaves
1324;javier.gil+ejercicio1324@nateevo.com;Rayo Vallecano
1325;javier.gil+ejercicio1325@nateevo.com;Villarreal
1326;javier.gil+ejercicio1326@nateevo.com;Cadiz
1327;javier.gil+ejercicio1327@nateevo.com;Cadiz
1328;javier.gil+ejercicio1328@nateevo.com;Real Sociedad
1329;javier.gil+ejercicio1329@nateevo.com;Real Betis
1330;javier.gil+ejercicio1330@nateevo.com;Celta de Vigo
1331;javier.gil+ejercicio1331@nateevo.com;Almeria
1332;javier.gil+ejercicio1332@nateevo.com;Deportivo Alaves
1333;javier.gil+ejercicio1333@nateevo.com;Osasuna
1334;javier.gil+ejercicio1334@nateevo.com;Real Mallorca
1335;javier.gil+ejercicio1335@nateevo.com;Valencia
1336;javier.gil+ejercicio1336@nateevo.com;Las Palmas
1337;javier.gil+ejercicio1337@nateevo.com;Deportivo Alaves
1338;javier.gil+ejercicio1338@nateevo.com;Valencia
1339;javier.gil+ejercicio1339@nateevo.com;Sevilla
1340;javier.gil+ejercicio1340@nateevo.com;Real Sociedad
1341;javier.gil+ejercicio1341@nateevo.com;Rayo Vallecano
1342;javier.gil+ejercicio1342@nateevo.com;Real Betis
1343;javier.gil+ejercicio1343@nateevo.com;Real Mallorca
1344;javier.gil+ejercicio1344@nateevo.com;FC Barcelona
1345;javier.gil+ejercicio1345@nateevo.com;Granada
1346;javier.gil+ejercicio1346@nateevo.com;Real Mallorca
1347;javier.gil+ejercicio1347@nateevo.com;Girona
1348;javier.gil+ejercicio1348@nateevo.com;Athletic Club
1349;javier.gil+ejercicio1349@nateevo.com;Las Palmas
1350;javier.gil+ejercicio1350@nateevo.com;Almeria
1351;javier.gil+ejercicio1351@nateevo.com;Las Palmas
1352;javier.gil+ejercicio1352@nateevo.com;Atletico de Madrid
1353;javier.gil+ejercicio1353@nateevo.com;Rayo Vallecano
1354;javier.gil+ejercicio1354@nateevo.com;Real Sociedad
1355;javier.gil+ejercicio1355@nateevo.com;Real Sociedad
1356;javier.gil+ejercicio1356@nateevo.com;Sevilla
1357;javier.gil+ejercicio1357@nateevo.com;Real Betis
1358;javier.gil+ejercicio1358@nateevo.com;Granada
1359;javier.gil+ejercicio1359@nateevo.com;Sevilla
1360;javier.gil+ejercicio1360@nateevo.com;Real Madrid
1361;javier.gil+ejercicio1361@nateevo.com;Cadiz
1362;javier.gil+ejercicio1362@nateevo.com;FC Barcelona
1363;javier.gil+ejercicio1363@nateevo.com;Almeria
1364;javier.gil+ejercicio1364@nateevo.com;Atletico de Madrid
1365;javier.gil+ejercicio1365@nateevo.com;Celta de Vigo
1366;javier.gil+ejercicio1366@nateevo.com;Girona
1367;javier.gil+ejercicio1367@nateevo.com;Las Palmas
1368;javier.gil+ejercicio1368@nateevo.com;Atletico de Madrid
1369;javier.gil+ejercicio1369@nateevo.com;Athletic Club
1370;javier.gil+ejercicio1370@nateevo.com;Almeria
1371;javier.gil+ejercicio1371@nateevo.com;Real Madrid
1372;javier.gil+ejercicio1372@nateevo.com;Sevilla
1373;javier.gil+ejercicio1373@nateevo.com;Deportivo Alaves
1374;javier.gil+ejercicio1374@nateevo.com;Rayo Vallecano
1375;javier.gil+ejercicio1375@nateevo.com;Granada
1376;javier.gil+ejercicio1376@nateevo.com;Real Madrid
1377;javier.gil+ejercicio1377@nateevo.com;Atletico de Madrid
1378;javier.gil+ejercicio1378@nateevo.com;Osasuna
1379;javier.gil+ejercicio1379@nateevo.com;Real Mallorca
1380;javier.gil+ejercicio1380@nateevo.com;Cadiz
1381;javier.gil+ejercicio1381@nateevo.com;FC Barcelona
1382;javier.gil+ejercicio1382@nateevo.com;Getafe
1383;javier.gil+ejercicio1383@nateevo.com;Athletic Club
1384;javier.gil+ejercicio1384@nateevo.com;Real Betis
1385;javier.gil+ejercicio1385@nateevo.com;Real Sociedad
1386;javier.gil+ejercicio1386@nateevo.com;Girona
1387;javier.gil+ejercicio1387@nateevo.com;Girona
1388;javier.gil+ejercicio1388@nateevo.com;Real Mallorca
1389;javier.gil+ejercicio1389@nateevo.com;Osasuna
1390;javier.gil+ejercicio1390@nateevo.com;Valencia
1391;javier.gil+ejercicio1391@nateevo.com;Deportivo Alaves
1392;javier.gil+ejercicio1392@nateevo.com;Rayo Vallecano
1393;javier.gil+ejercicio1393@nateevo.com;Deportivo Alaves
1394;javier.gil+ejercicio1394@nateevo.com;FC Barcelona
1395;javier.gil+ejercicio1395@nateevo.com;Rayo Vallecano
1396;javier.gil+ejercicio1396@nateevo.com;Cadiz
1397;javier.gil+ejercicio1397@nateevo.com;Villarreal
1398;javier.gil+ejercicio1398@nateevo.com;Osasuna
1399;javier.gil+ejercicio1399@nateevo.com;Real Betis
1400;javier.gil+ejercicio1400@nateevo.com;Real Sociedad
1401;javier.gil+ejercicio1401@nateevo.com;Cadiz
1402;javier.gil+ejercicio1402@nateevo.com;Real Madrid
1403;javier.gil+ejercicio1403@nateevo.com;Villarreal
1404;javier.gil+ejercicio1404@nateevo.com;Valencia
1405;javier.gil+ejercicio1405@nateevo.com;Athletic Club
1406;javier.gil+ejercicio1406@nateevo.com;Girona
1407;javier.gil+ejercicio1407@nateevo.com;Cadiz
1408;javier.gil+ejercicio1408@nateevo.com;Almeria
1409;javier.gil+ejercicio1409@nateevo.com;Athletic Club
1410;javier.gil+ejercicio1410@nateevo.com;Rayo Vallecano
1411;javier.gil+ejercicio1411@nateevo.com;Rayo Vallecano
1412;javier.gil+ejercicio1412@nateevo.com;Real Betis
1413;javier.gil+ejercicio1413@nateevo.com;Valencia
1414;javier.gil+ejercicio1414@nateevo.com;Real Madrid
1415;javier.gil+ejercicio1415@nateevo.com;Rayo Vallecano
1416;javier.gil+ejercicio1416@nateevo.com;Granada
1417;javier.gil+ejercicio1417@nateevo.com;Real Madrid
1418;javier.gil+ejercicio1418@nateevo.com;Deportivo Alaves
1419;javier.gil+ejercicio1419@nateevo.com;Athletic Club
